net_name,driver_pin,sink_pins,fanout
n_24991,g153778__178439/Y,['u10_mem_reg\\[3\\]\\[12\\]/D'],1
n_24992,g153776__178440/Y,['u10_mem_reg\\[3\\]\\[10\\]/D'],1
n_24993,g153775__178441/Y,['u10_mem_reg\\[3\\]\\[9\\]/D'],1
n_24995,g153774__178442/Y,['u10_mem_reg\\[3\\]\\[8\\]/D'],1
n_24997,g153772__178444/Y,['u10_mem_reg\\[3\\]\\[6\\]/D'],1
n_24998,g153771__178445/Y,['u10_mem_reg\\[3\\]\\[5\\]/D'],1
n_24999,g153770__178446/Y,['u10_mem_reg\\[3\\]\\[4\\]/D'],1
n_25,drc_bufs164411/Y,"['g179983/B', 'drc_bufs164604/A']",2
n_2500,g157649/Y,"['g171749/B', 'g154115__1666/A2']",2
n_25001,g153768__178448/Y,['u10_mem_reg\\[3\\]\\[2\\]/D'],1
n_25002,g153767__178449/Y,['u10_mem_reg\\[3\\]\\[1\\]/D'],1
n_25004,g153766__178451/Y,['u10_mem_reg\\[3\\]\\[0\\]/D'],1
n_25005,g153919__178452/Y,['u10_mem_reg\\[3\\]\\[22\\]/D'],1
n_25006,g153923__178453/Y,['u10_mem_reg\\[3\\]\\[26\\]/D'],1
n_25007,g153922__178454/Y,['u10_mem_reg\\[3\\]\\[25\\]/D'],1
n_25008,g153918__178455/Y,['u10_mem_reg\\[3\\]\\[21\\]/D'],1
n_25009,g153927__178456/Y,['u10_mem_reg\\[3\\]\\[30\\]/D'],1
n_25010,g153925__178457/Y,['u10_mem_reg\\[3\\]\\[28\\]/D'],1
n_2503,g157500/Y,['g40/C'],1
n_2508,,['g157084/B'],1
n_2509,g157084/Y,['g153643__1666/A1'],1
n_2511,g157656/Y,['g157078/C'],1
n_2513,g157078/Y,['g153644__2346/A1'],1
n_2516,g157075/Y,['g163776/C'],1
n_2517,,"['g173202/B', 'g157074/B2']",2
n_2518,g157074/Y,['g163775/C'],1
n_2519,g157071/Y,['u2_res_cnt_reg\\[1\\]/D'],1
n_2520,g157065/Y,[],0
n_2522,g157063/Y,"['g183008/A', 'g170033/A2']",2
n_2523,g159242/Y,"['g181261/A1', 'g123/B1']",2
n_2524,g159919/Y,"['g190187/A2', 'g181261/B2', 'g176068/A1', 'g169906/A2', 'g154365__6260/A2', 'g154349__6131/A2', 'g154344__6260/A2', 'g154323__5477/A1', 'g154321__6260/A2', 'g123/C1']",10
n_25293,g178721/Y,"['g178723/A', 'g166624/B2', 'g156944/A']",3
n_25294,g178723/Y,['g181966/A'],1
n_253,g159966/Y,"['g224652/A', 'g159333/B']",2
n_25330,g178750/Y,['u6_mem_reg\\[3\\]\\[20\\]/D'],1
n_25331,g178751/Y,['u6_mem_reg\\[3\\]\\[19\\]/D'],1
n_25332,g178752/Y,['u6_mem_reg\\[3\\]\\[18\\]/D'],1
n_25333,g178753/Y,['u6_mem_reg\\[3\\]\\[17\\]/D'],1
n_25378,g178797/Y,"['g178806/A2', 'g178805/A2', 'g178804/A2', 'g178803/A2', 'g178802/A2', 'g178801/A2', 'g178800/A2', 'g178796/A2']",8
n_25379,g178796/Y,['u7_mem_reg\\[3\\]\\[26\\]/D'],1
n_25380,g178800/Y,['u7_mem_reg\\[3\\]\\[27\\]/D'],1
n_25381,g178801/Y,['u7_mem_reg\\[3\\]\\[0\\]/D'],1
n_25382,g178802/Y,['u7_mem_reg\\[3\\]\\[19\\]/D'],1
n_25383,g178803/Y,['u7_mem_reg\\[3\\]\\[21\\]/D'],1
n_25384,g178804/Y,['u7_mem_reg\\[3\\]\\[30\\]/D'],1
n_25385,g178805/Y,['u7_mem_reg\\[3\\]\\[29\\]/D'],1
n_25386,g178806/Y,['u7_mem_reg\\[3\\]\\[28\\]/D'],1
n_25387,g176041_dup/Y,"['g178814/A2', 'g178813/A2', 'g178812/A2', 'g178811/A2', 'g178810/A2', 'g178809/A2', 'g178808/A2', 'g178807/B2']",8
n_25388,g178807/Y,['u7_mem_reg\\[3\\]\\[20\\]/D'],1
n_25389,g178808/Y,['u7_mem_reg\\[3\\]\\[23\\]/D'],1
n_2539,g157015/Y,['g153584__6783/B2'],1
n_25390,g178809/Y,['u7_mem_reg\\[3\\]\\[1\\]/D'],1
n_25391,g178810/Y,['u7_mem_reg\\[3\\]\\[22\\]/D'],1
n_25392,g178811/Y,['u7_mem_reg\\[3\\]\\[2\\]/D'],1
n_25393,g178812/Y,['u7_mem_reg\\[3\\]\\[31\\]/D'],1
n_25394,g178813/Y,['u7_mem_reg\\[3\\]\\[24\\]/D'],1
n_25395,g178814/Y,['u7_mem_reg\\[3\\]\\[25\\]/D'],1
n_25398,g178817/Y,['g194315/A2'],1
n_2540,g157655/Y,['g157098/C'],1
n_25405,,"['g439/A2', 'g2349/B1', 'g184615/A2', 'g184613/A2', 'g164218/A2', 'g164113/A2', 'g164111/A2', 'g163920/A2', 'g153843__5477/B1', 'g153652__1881/A1', 'g153651__5115/A1', 'g153631__1617/B1', 'g153599__2346/B1', 'g153586__8428/A1', 'g153585__5526/B1', 'g153584__6783/B1']",16
n_2541,g157098/Y,['g153645__2883/A1'],1
n_25438,g21/Y,"['g198064/A', 'g184562/A', 'g178833/B1', 'g154859__4319/D']",4
n_25439,g178834/Y,"['g178833/B2', 'g175269/A', 'g175268/A2', 'g169867/B', 'g167095/B']",5
n_2544,g156995/Y,"['g173214/A2', 'g170044/A2']",2
n_25440,g178833/Y,"['g174502/A', 'g174501/B', 'g174499/D']",3
n_2546,g156993/Y,"['g184089/A1', 'g178044/A2']",2
n_25528,g178919/Y,['g178918/A'],1
n_25529,g178920/Y,['g178918/B'],1
n_25530,g178918/Y,"['g153810__168293/A1', 'g153790__182072/A1', 'g153425__6161/A2', 'g153360__6260/A2']",4
n_2557,g156876/Y,['in_valid_s_reg\\[1\\]/D'],1
n_256,g159607/Y,"['g159604/A', 'g159173/B']",2
n_2560,g156718/Y,['u2_cnt_reg\\[6\\]/D'],1
n_2564,g156715/Y,[],0
n_2565,g156714/Y,[],0
n_2566,g156713/Y,[],0
n_2567,g156711/Y,['u2_cnt_reg\\[7\\]/D'],1
n_25673,,"['g176342/B2', 'g153932__2802/A1', 'g153896__168309/A1', 'g153310__6161/A1']",4
n_25674,,"['g176348/B2', 'g153933__5122/A1', 'g153897__168308/A1', 'g153309__4733/A1']",4
n_25675,g179062/Y,"['g153929__5526/A1', 'g153893__168312/A1', 'g153337__4733/A2', 'g153313__2883/A1']",4
n_25677,g179063/Y,"['g153976__168300/A2', 'g153562__1705/A2', 'g153420__6260/A2', 'g153365__2883/A2']",4
n_25678,g179065/Y,"['g153761__168317/A2', 'g153561__2802/A2', 'g153421__4319/A2', 'g153364__9945/A2']",4
n_25679,,"['g176359/B2', 'g153938__4733/A1', 'g153902__168304/A1', 'g153304__7098/A1']",4
n_25680,g179067/Y,"['g176413/B2', 'g153939__9315/A1', 'g153903__168303/A1', 'g153303__8246/A2']",4
n_25681,,"['g176365/B2', 'g153940__9945/A1', 'g153904__168302/A2', 'g153302__5122/A2']",4
n_25682,g179069/Y,"['g176350/B2', 'g153937__7482/A1', 'g153901__168297/A2', 'g153305__6131/A1']",4
n_257,,"['g170038/B', 'g166497/B2', 'g159478/A']",3
n_2571,g156627/Y,['valid_s_reg/D'],1
n_2573,g156976/Y,['g165569/B'],1
n_2574,g155587/Y,['u1_slt6_reg\\[1\\]/D'],1
n_2575,g155588/Y,['u1_slt6_reg\\[0\\]/D'],1
n_2576,g157157/Y,['u1_slt4_reg\\[2\\]/D'],1
n_2578,g157628/Y,"['g157144/C', 'g154110__8428/A2']",2
n_2579,g157144/Y,['g153619__185121/A2'],1
n_258,g159551/Y,"['g173838/A', 'g157226/B']",2
n_2584,g157139/Y,['g153677__185118/A1'],1
n_259,g159696/Y,"['g169031/B2', 'g159695/A', 'g159307/B', 'g154068__178190/A']",4
n_25928,g179262/Y,['g224667/C1'],1
n_2594,g157080/Y,['g153631__1617/B2'],1
n_2595,g156975/Y,['g165482/B'],1
n_25953,g179289/Y,"['g179291/A', 'g179288/A']",2
n_25954,g179288/Y,"['g519/B2', 'g198417/A2', 'g182911/B2', 'g179301/A2', 'g179299/A2', 'g179298/A2', 'g153634__188333/A2', 'g153632__179287/A2', 'g153607__179418/B1']",9
n_25955,g153632__179287/Y,['u6_dout_reg\\[8\\]/D'],1
n_25956,g179291/Y,"['g224630/A2', 'g194039/A2', 'g179295/A2', 'g153639__182909/B1', 'g153635__188335/A1', 'g153633__188954/A2', 'g126/A2']",7
n_2596,fopt163978/Y,"['g583/A2', 'g181785/B', 'g176147/A', 'g160007/A', 'g138/A1']",5
n_25961,g179295/Y,['u6_dout_reg\\[12\\]/D'],1
n_25964,g179298/Y,['u6_dout_reg\\[5\\]/D'],1
n_25965,g179299/Y,['u6_dout_reg\\[18\\]/D'],1
n_25967,g179301/Y,['u6_dout_reg\\[16\\]/D'],1
n_2598,g157010/Y,['g164104/A1'],1
n_2603,g157006/Y,['g153845__200405/B2'],1
n_26050,g179383/Y,"['g187966/A', 'g156762_dup187968/A', 'g156762_dup166760_dup187969/A', 'g156762_dup165229_dup187967/B']",4
n_26054,g179385/Y,['u4_mem_reg\\[3\\]\\[27\\]/D'],1
n_26055,g179388/Y,['u4_mem_reg\\[3\\]\\[31\\]/D'],1
n_26057,g179390/Y,['u4_mem_reg\\[3\\]\\[28\\]/D'],1
n_2608,g156980/Y,['g165510/B'],1
n_2609,g156979/Y,['g165848/B'],1
n_26098,g179414/Y,"['g213720/A2', 'g153882__213722/A1']",2
n_2610,g156978/Y,['g165655/B'],1
n_26103,g153607__179418/Y,['u6_dout_reg\\[4\\]/D'],1
n_2611,g156977/Y,['g165822/B'],1
n_2612,g155586/Y,['u1_slt6_reg\\[2\\]/D'],1
n_26182,g179498/Y,"['g179496/B', 'g169500/A', 'g169496/B']",3
n_26183,g179496/Y,['g178037/A'],1
n_2619,g156963/Y,['g165957/B'],1
n_262,g159522/Y,"['g169957/A1', 'g159521/A']",2
n_2620,g156962/Y,['g165902/B'],1
n_2623,g156958/Y,['g165874/B'],1
n_2624,g156957/Y,['g165683/B'],1
n_26250,g179532/Y,['g196915/A'],1
n_26254,,"['g193489/B', 'g179534/B', 'g158947/A']",3
n_26255,g179534/Y,"['g176153/A', 'g168393_dup/A', 'g164270_dup_dup/A', 'g164270_dup176230/A']",4
n_263,g160051/Y,"['g196662/A', 'g196661/A', 'g166482/B1', 'g160046/A']",4
n_26376,g179657/Y,"['g1300/B', 'fopt162431/A']",2
n_26379,g179660/Y,"['g185112/A', 'g178142/C', 'g1306/A']",3
n_26382,g179663/Y,"['g179666/C', 'g166713/A', 'g159768/A', 'g159761/A']",4
n_26383,g179667/Y,['g179666/A'],1
n_26384,g179666/Y,"['g179671/A', 'g179668/A', 'g179665/A']",3
n_26385,g179665/Y,"['fanout455/A', 'g179685/A1']",2
n_26386,g179668/Y,"['g179699/B2', 'g179691/B2', 'g179690/B2', 'g179687/B2', 'g179685/B2', 'g179682/B2', 'g179681/B2', 'g179680/B2', 'g179679/B2', 'g179677/B2', 'g179676/B2', 'g179675/B2', 'g179674/B2', 'g179672/B2', 'g179669/B2', 'g179664/B2']",16
n_26387,g179664/Y,['u5_mem_reg\\[0\\]\\[29\\]/D'],1
n_26388,g179669/Y,['u5_mem_reg\\[0\\]\\[30\\]/D'],1
n_26389,g179671/Y,"['g215504/B2', 'g179700/B2', 'g179698/B2', 'g179697/B2', 'g179696/B2', 'g179695/B2', 'g179694/B2', 'g179693/B2', 'g179692/B2', 'g179689/B2', 'g179688/B2', 'g179686/B2', 'g179684/B2', 'g179683/B2', 'g179673/B2', 'g179670/B2']",16
n_2639,g156944/Y,['g165393/B'],1
n_26390,g179670/Y,['u5_mem_reg\\[0\\]\\[31\\]/D'],1
n_26391,g179672/Y,['u5_mem_reg\\[0\\]\\[19\\]/D'],1
n_26392,g179673/Y,['u5_mem_reg\\[0\\]\\[18\\]/D'],1
n_26393,g179674/Y,['u5_mem_reg\\[0\\]\\[17\\]/D'],1
n_26394,g179675/Y,['u5_mem_reg\\[0\\]\\[16\\]/D'],1
n_26395,g179676/Y,['u5_mem_reg\\[0\\]\\[13\\]/D'],1
n_26396,g179677/Y,['u5_mem_reg\\[0\\]\\[5\\]/D'],1
n_26398,g179679/Y,['u5_mem_reg\\[0\\]\\[9\\]/D'],1
n_26399,g179680/Y,['u5_mem_reg\\[0\\]\\[10\\]/D'],1
n_264,g159907/Y,"['g166609/B1', 'g159906/A', 'g159903/A']",3
n_2640,g159450/Y,"['g175346/B2', 'g166498/B2', 'g156943/A']",3
n_26400,g179681/Y,['u5_mem_reg\\[0\\]\\[8\\]/D'],1
n_26401,g179682/Y,['u5_mem_reg\\[0\\]\\[3\\]/D'],1
n_26402,g179683/Y,['u5_mem_reg\\[0\\]\\[7\\]/D'],1
n_26403,g179684/Y,['u5_mem_reg\\[0\\]\\[6\\]/D'],1
n_26404,g179685/Y,['u5_mem_reg\\[0\\]\\[11\\]/D'],1
n_26405,g179686/Y,['u5_mem_reg\\[0\\]\\[22\\]/D'],1
n_26406,g179687/Y,['u5_mem_reg\\[0\\]\\[27\\]/D'],1
n_26407,g179688/Y,['u5_mem_reg\\[0\\]\\[23\\]/D'],1
n_26408,g179689/Y,['u5_mem_reg\\[0\\]\\[25\\]/D'],1
n_26409,g179690/Y,['u5_mem_reg\\[0\\]\\[12\\]/D'],1
n_2641,g156943/Y,['g165798/B'],1
n_26410,g179691/Y,['u5_mem_reg\\[0\\]\\[2\\]/D'],1
n_26411,g179692/Y,['u5_mem_reg\\[0\\]\\[21\\]/D'],1
n_26412,g179693/Y,['u5_mem_reg\\[0\\]\\[24\\]/D'],1
n_26413,g179694/Y,['u5_mem_reg\\[0\\]\\[28\\]/D'],1
n_26414,g179695/Y,['u5_mem_reg\\[0\\]\\[26\\]/D'],1
n_26415,g179696/Y,['u5_mem_reg\\[0\\]\\[20\\]/D'],1
n_26416,g179697/Y,['u5_mem_reg\\[0\\]\\[15\\]/D'],1
n_26417,g179698/Y,['u5_mem_reg\\[0\\]\\[14\\]/D'],1
n_26418,g179699/Y,['u5_mem_reg\\[0\\]\\[1\\]/D'],1
n_26419,g179700/Y,['u5_mem_reg\\[0\\]\\[0\\]/D'],1
n_2642,g156942/Y,['g165423/B'],1
n_26427,fopt179709/Y,"['g169195/A1', 'fopt179708/A', 'fopt169193/A']",3
n_26428,fopt179708/Y,"['g95/B2', 'g184298/B', 'g180521/A']",3
n_2643,g156941/Y,['g165450/B'],1
n_2644,g156938/Y,['g214958/B'],1
n_2645,g159511/Y,"['g166614/B2', 'g156937/A', 'g155583/B2']",3
n_2646,g156937/Y,['g165596/B'],1
n_2647,g156936/Y,['g165712/B'],1
n_26497,g179776/Y,"['g179775/A', 'g167452_dup/A']",2
n_26498,g179777/Y,"['g179775/B', 'g167452_dup/B']",2
n_26499,g179775/Y,"['fopt184227/A', 'fopt184226/A']",2
n_265,g160028/Y,"['g160027/A', 'g158303/A2']",2
n_2650,g156968/Y,['g165771/B'],1
n_26501,g167452_dup/Y,"['g221584/A', 'g219307/A']",2
n_2651,g156721/Y,['u1_slt3_reg\\[2\\]/D'],1
n_2652,g156712/Y,['u2_res_cnt_reg\\[2\\]/D'],1
n_2653,,[],0
n_26539,,['g179814/B'],1
n_26540,g179814/Y,['g179813/A'],1
n_26541,g179813/Y,"['g215502/B2', 'g213864/A2', 'g187726/B2', 'g178167/A2', 'g175414/B2', 'g170248/A2', 'g170222/A2', 'g170215/A1', 'g166578/B2', 'g166577/B2', 'g166576/B2', 'g166571/B2', 'g166570/B2', 'g166569/B2', 'g166568/B2', 'g166567/B2']",16
n_2655,g156707/Y,['g156124/B'],1
n_26553,g179828/Y,"['g264/A1', 'g263/A2', 'g182085/A2', 'g179827/A2']",4
n_26556,g179827/Y,['u11_mem_reg\\[2\\]\\[7\\]/D'],1
n_2657,g156706/Y,['g156125/B'],1
n_26577,g179851/Y,"['g181760/B', 'g179853/A', 'g179852/B2']",3
n_26579,g179852/Y,['g166259/B'],1
n_26581,g179853/Y,['g165364/B'],1
n_2660,g156945/Y,['g165740/B'],1
n_2663,g159682/Y,"['g182420/A', 'g182417/A', 'g157189/B', 'g157188/B']",4
n_2664,g159813/Y,"['g157189/A', 'g157188/A']",2
n_26645,g179917/Y,['g153625__179916/A2'],1
n_26646,g153625__179916/Y,['u10_wp_reg\\[2\\]/D'],1
n_2669,g159761/Y,"['g157195/C', 'g157194/B']",2
n_267,g159313/Y,['g158466/B'],1
n_26710,g248/Y,['g244/A1'],1
n_26711,g179982/Y,['g245/A'],1
n_26712,g245/Y,['g244/A2'],1
n_26713,g179983/Y,['g244/B'],1
n_26714,g244/Y,['u16_u3_dma_req_reg/D'],1
n_26733,g180001/Y,"['g197107/B', 'g183257/A1', 'g157717/A']",3
n_2678,,"['g176237/A2', 'g166239/A1']",2
n_26801,,"['g456/A2', 'g188049/A2', 'g188048/A2', 'g188044/A2', 'g180067/A']",5
n_26802,g180064/Y,"['g193870/B1', 'g193869/A1']",2
n_26803,g180065/Y,['g176678/A'],1
n_26806,g180067/Y,"['g153880__193867/A2', 'g153879__193871/A2']",2
n_26807,,"['g186614/B', 'g172207/B1', 'g158908/A']",3
n_26811,g180073/Y,"['g182862/B', 'g172208/B2', 'g158937/A']",3
n_26815,,"['g193622/A', 'g182860/B', 'g172542/B1', 'g158934/A']",4
n_26819,,"['g186599/B', 'g172898/A1', 'g158916/A']",3
n_26823,g180085/Y,"['g186658/B', 'g172898/B1']",2
n_26827,g180089/Y,"['g188414/A1', 'g182854/B', 'g172201/A']",3
n_2683,g155577/Y,['u12_wb_data_o_reg\\[1\\]/D'],1
n_26831,,"['g200418/A1', 'g182852/B', 'g158479/A1']",3
n_2684,g157350/Y,['u1_sr_reg\\[4\\]/D'],1
n_2685,g157477/Y,"['g157003/A', 'g153996__4733/A2']",2
n_26859,,"['g200420/A2', 'g186831/A', 'g158516/A1']",3
n_2686,g157003/Y,['g153586__8428/A2'],1
n_2687,,"['g175822/A2', 'g159304/B', 'g158611/A1', 'g156974/A2']",4
n_2688,g156974/Y,['g199186/A3'],1
n_2689,g159666/Y,"['g184027/B1', 'g175904/B1', 'g159305/B', 'g113/A2']",4
n_269,,['g186758/C'],1
n_26904,g180146/Y,['g93/A2'],1
n_2691,,"['g190190/B', 'g178817/B', 'g178/A1', 'g173777/A1', 'g156972/A2']",5
n_2692,g156972/Y,['g193853/A2'],1
n_2693,g159645/Y,"['g86/B1', 'g167528/A1', 'g159306/B', 'g156971/A2']",4
n_2694,g156971/Y,['g167684/A3'],1
n_2695,g156970/Y,['g173879/A3'],1
n_2696,g156969/Y,['g233/A3'],1
n_27003,g180238/Y,"['g180237/B1', 'g166487/B2']",2
n_27004,g180237/Y,['g34/A'],1
n_27013,g180246/Y,"['g77/A2', 'g472/C2', 'g154372__189851/B', 'g154370__189852/A2']",4
n_2702,g156728/Y,['u2_to_cnt_reg\\[5\\]/D'],1
n_27038,g180273/Y,['g198833/A'],1
n_27057,g180290/Y,"['g180289/A', 'g178135/A']",2
n_27058,g180289/Y,"['fopt168636/A', 'fopt168635/A']",2
n_27059,,['g180291/A'],1
n_2706,g156703/Y,['u11_rp_reg\\[0\\]/D'],1
n_27060,g180293/Y,['g180291/B'],1
n_27061,g180291/Y,"['g198075/A', 'g178130/B', 'g169001/B', 'g168999/B', 'g157589/A', 'g10/B']",6
n_2708,g156701/Y,['u9_rp_reg\\[0\\]/D'],1
n_2712,g156147/Y,['u12_wb_data_o_reg\\[14\\]/D'],1
n_27128,g180353/Y,"['g180356/A1', 'g153764__169153/A1']",2
n_27129,g180354/Y,"['g196660/A2', 'g180356/B1', 'g173925/A']",3
n_2713,g156146/Y,['u12_wb_data_o_reg\\[7\\]/D'],1
n_27131,,['g180356/C'],1
n_27132,g180356/Y,['u6_dout_reg\\[3\\]/D'],1
n_27133,g180358/Y,"['g194376/A2', 'g180361/A2', 'g168951/B2', 'g158193/A2', 'g157318/B2', 'g157317/B2', 'g157285/B2']",7
n_27134,g180359/Y,"['g194376/B2', 'g180361/B1', 'g168951/C2', 'g158193/B2', 'g157318/C2', 'g157317/C2', 'g157285/C2']",7
n_27135,g180361/Y,['g180360/D'],1
n_27136,g180360/Y,['g153662__6783/B2'],1
n_2715,g156144/Y,['u12_wb_data_o_reg\\[2\\]/D'],1
n_2716,g156143/Y,['u12_wb_data_o_reg\\[4\\]/D'],1
n_2719,g156139/Y,['u12_wb_data_o_reg\\[9\\]/D'],1
n_2721,g156137/Y,['u12_wb_data_o_reg\\[12\\]/D'],1
n_27219,g180428/Y,['g197062/C'],1
n_27223,g180432/Y,"['g180431/A1', 'g171873/B']",2
n_27224,,"['g180431/A2', 'g171749/A2']",2
n_27225,g180434/Y,"['g180431/B', 'g154350__1881/B', 'g154346__5122/B', 'g154345__5107/C', 'g154343__4319/C', 'g154342__5526/C', 'g154340__1705/C', 'g154117__8246/B', 'g154116__7410/B', 'g154115__1666/B', 'g154114__200937/B']",11
n_27227,g180431/Y,['g171872/C'],1
n_27234,g180442/Y,['g180441/A'],1
n_27235,g180443/Y,['g180441/B'],1
n_27236,g180444/Y,['g180441/C'],1
n_27237,g180441/Y,['u3_rp_reg\\[1\\]/D'],1
n_2724,g156132/Y,['u12_wb_data_o_reg\\[17\\]/D'],1
n_27257,g180464/Y,"['g175605/A', 'g175604/B1', 'g166544/D', 'g157856/A']",4
n_2727,g156126/Y,[],0
n_273,g159311/Y,"['g95/A1', 'g180518/A', 'g180517/B2']",3
n_27305,g180508/Y,"['g194049/A', 'g194048/A']",2
n_27315,g180518/Y,"['g95/B1', 'g180517/A1']",2
n_27316,g180519/Y,['g180517/B1'],1
n_27317,g180517/Y,['g184298/A'],1
n_27320,g180521/Y,['g95/A2'],1
n_27321,g95/Y,['g212234/A2'],1
n_2733,g157197/Y,"['fopt171564/A', 'fopt171563/A']",2
n_2734,g157195/Y,"['fopt193818/A', 'fopt193817/A']",2
n_27341,g180534/Y,['g176068/B'],1
n_2735,g157193/Y,"['fopt170775/A', 'fopt168634/A']",2
n_27368,g180562/Y,"['g180564/A', 'g154350__1881/A2']",2
n_27369,g180565/Y,['g180564/B'],1
n_2737,g157189/Y,"['fopt168642/A', 'fopt168641/A']",2
n_27370,,['g180564/C'],1
n_27372,g180564/Y,['g153839__180563/A1'],1
n_27373,g153839__180563/Y,['u7_dout_reg\\[19\\]/D'],1
n_27381,g180577/Y,['g186850/B'],1
n_27382,g180578/Y,['g186850/C'],1
n_27383,,['g186850/D'],1
n_274,g159918/Y,"['g159917/A', 'g158302/A1']",2
n_2741,g154841/Y,['u0_slt9_r_reg\\[1\\]/D'],1
n_2743,,"['g157115/C', 'g156870/A1', 'g113/C']",3
n_2744,g157115/Y,['g218860/B'],1
n_2746,,"['g192701/B', 'g187654/D', 'g156970/C']",3
n_2748,g157205/Y,"['g177886/D', 'g156974/C', 'g156872/A2']",3
n_275,g159917/Y,['g159374/B'],1
n_2752,,"['g206150/A', 'g182421/D', 'g156972/C']",3
n_27521,g180714/Y,['g185123/A2'],1
n_2753,g159835/Y,"['g206149/B', 'g182421/A']",2
n_2767,g156882/Y,['g155567/A2'],1
n_2773,g156872/Y,['g156163/B'],1
n_2775,g156870/Y,['g156162/A'],1
n_278,g159152/Y,['g174933/A'],1
n_27878,g181064/Y,"['g181062/B1', 'g170135/A2', 'g153792__182075/A1', 'g153358__2398/A2']",4
n_2788,g159879/Y,"['g167023/B2', 'g167023/A2']",2
n_27880,g181062/Y,['u11_mem_reg\\[2\\]\\[3\\]/D'],1
n_280,g159295/Y,['u14_crac_valid_r_reg/SI'],1
n_281,,['g156117/B'],1
n_28102,g181262/Y,['g181261/C'],1
n_28103,g181261/Y,['g439/A1'],1
n_28110,g86/Y,['g181270/B'],1
n_28111,g181270/Y,['u6_rp_reg\\[3\\]/D'],1
n_28121,g181281/Y,['g181280/B'],1
n_28122,g181280/Y,['g176662/B1'],1
n_2817,g156157/Y,['u2_res_cnt_reg\\[3\\]/D'],1
n_28235,g181393/Y,['u10_mem_reg\\[0\\]\\[12\\]/D'],1
n_28239,g181397/Y,"['g193159/A1', 'g153829__173944/A2']",2
n_28240,g181400/Y,"['g202301/A2', 'g200169/A1', 'g186025/A2', 'g184898/A1', 'g182633/A1', 'g178283/A2', 'g172330/A1', 'g170248/B1', 'g165535/A2', 'g165531/A2', 'g165529/A1', 'g165525/A1', 'g165519/A2']",13
n_28246,g181402/Y,['g157094/A'],1
n_28251,g181410/Y,"['g216453/B1', 'g202314/A2', 'g200163/A1', 'g191977/B1', 'g186016/A2', 'g172635/A1', 'g170362/B1', 'g167874/A2', 'g165393/A2', 'g165389/A2', 'g165385/A2', 'g165384/A2', 'g165375/A2']",13
n_28276,g181433/Y,"['g216470/B1', 'g202311/A2', 'g200168/A1', 'g184891/A1', 'g179675/A2', 'g171085/B1', 'g170356/B1', 'g167919/A1', 'g167868/A1', 'g165766/A2', 'g165762/A2', 'g165752/A2']",12
n_28294,g181449/Y,[],0
n_28316,g181469/Y,"['g212600/A1', 'g200150/A1', 'g197487/A1', 'g186032/A2', 'g184881/A1', 'g178262/A2', 'g170840/B1', 'g170740/A1', 'g167879/A2', 'g166086/A1', 'g166084/A2']",11
n_28327,g181479/Y,"['g180428/A', 'g157714/A', 'g157659/A']",3
n_28330,g181484/Y,"['g202316/A2', 'g200162/B1', 'g184899/A1', 'g179691/A2', 'g178276/A2', 'g167925/A1', 'g166577/A1', 'g165477/A2', 'g165473/A2', 'g165471/A1', 'g165467/A1', 'g165465/A2', 'g165461/A2']",13
n_2836,g156764/Y,"['fopt168785/A', 'fopt168784/A']",2
n_28364,g181507/Y,['g181512/B'],1
n_28367,g181509/Y,"['fanout453/A', 'g85/A2']",2
n_28368,g181508/Y,['u13_crac_dout_r_reg\\[7\\]/D'],1
n_28370,g181512/Y,"['g181510/B', 'g181402/B']",2
n_28371,g181510/Y,['g172284/A'],1
n_28381,g181523/Y,"['g200161/B1', 'g197679/A1', 'g186017/A2', 'g178264/A2', 'g171397/A1', 'g170625/B1', 'g167915/A1', 'g167863/A2', 'g165956/A1', 'g165954/A2', 'g165940/A2']",11
n_28391,g181532/Y,['g181574/B'],1
n_28412,g154098__181547/Y,['g153632__179287/B'],1
n_28413,g181550/Y,['g188087/A3'],1
n_28424,g181557/Y,"['g89/A1', 'g212594/A1', 'g200164/A1', 'g197522/A1', 'g184882/A1', 'g179693/A2', 'g178263/A2', 'g170351/B1', 'g167861/A2', 'g166060/A1', 'g166058/A2']",11
n_28441,g181574/Y,"['g187548/A', 'g170076/A']",2
n_28443,g181575/Y,['g185116/A1'],1
n_285,g159909/Y,"['g159908/A', 'g158303/A1']",2
n_28520,g181635/Y,"['fanout452/A', 'g153822__168284/A1']",2
n_28521,g181634/Y,['u11_mem_reg\\[2\\]\\[14\\]/D'],1
n_28528,g181643/Y,['g181642/A2'],1
n_28529,g181642/Y,['u6_wp_reg\\[1\\]/D'],1
n_28594,g181707/Y,['g181705/B'],1
n_28595,g181705/Y,['u16_u4_dma_req_reg/D'],1
n_286,g159908/Y,['g198737/B'],1
n_28662,g181759/Y,['g181757/B'],1
n_28663,g181757/Y,['u16_u6_dma_req_reg/D'],1
n_28664,g181760/Y,['g184089/B'],1
n_28669,g181765/Y,"['g607/A2', 'g181768/A2', 'g166495/B1', 'g166485/B1']",4
n_28671,g181769/Y,['g181768/A1'],1
n_28672,,['g181768/B2'],1
n_28673,g181768/Y,['g181767/C'],1
n_28674,g181767/Y,['g426/B'],1
n_28689,g181786/Y,"['g189837/A', 'g181792/B', 'g181788/A2', 'g181787/A', 'g181785/C', 'g178210/B1']",6
n_28690,g181785/Y,"['g213724/B2', 'g153882__213722/A2']",2
