cell_name,cell_type,x,y
g159332,OR2x6_ASAP7_75t_R,27738,8298
g159333,AND2x6_ASAP7_75t_R,24930,21258
g159343,OR2x2_ASAP7_75t_R,29142,35028
g159365,AND2x4_ASAP7_75t_R,18396,8568
g159366,AND2x2_ASAP7_75t_R,9270,12888
g159374,NOR2x1_ASAP7_75t_R,11700,30708
g159376,INVx1_ASAP7_75t_R,15696,28278
g159378,INVx1_ASAP7_75t_R,38970,25308
g159379,INVx1_ASAP7_75t_R,21744,13968
g159381,INVx1_ASAP7_75t_R,13806,25578
g159384,INVx1_ASAP7_75t_R,14238,23958
g159386,INVx1_ASAP7_75t_R,25200,36648
g159389,INVx1_ASAP7_75t_SL,18882,27468
g159390,INVx1_ASAP7_75t_SL,15642,22878
g159392,INVxp67_ASAP7_75t_SL,14076,26928
g159394,INVx1_ASAP7_75t_R,39402,39348
g159398,INVxp33_ASAP7_75t_R,37188,42858
g159401,INVx1_ASAP7_75t_SL,14130,24498
g159402,INVx1_ASAP7_75t_R,19908,14778
g159403,INVx1_ASAP7_75t_R,13536,27738
g159406,INVx1_ASAP7_75t_R,34056,36108
g159409,INVx1_ASAP7_75t_R,34164,37188
g159412,INVx1_ASAP7_75t_R,39294,37998
g159414,INVx1_ASAP7_75t_R,13374,24228
g159421,INVx1_ASAP7_75t_R,14022,12078
g159423,INVx1_ASAP7_75t_R,33948,35568
g159427,INVx1_ASAP7_75t_R,38754,26658
g159429,INVx1_ASAP7_75t_R,38538,24768
g159431,INVx1_ASAP7_75t_R,38808,26388
g159432,INVx1_ASAP7_75t_R,33948,38268
g159433,INVx1_ASAP7_75t_R,25578,37728
g159434,INVx1_ASAP7_75t_R,25092,37188
g159435,INVx1_ASAP7_75t_R,38214,24498
g159436,INVx1_ASAP7_75t_R,37836,23958
g159438,INVx1_ASAP7_75t_R,33894,37998
g159441,INVxp67_ASAP7_75t_SL,16452,25038
g159445,INVx1_ASAP7_75t_SL,28656,1548
g159450,INVx1_ASAP7_75t_SL,19152,13428
g159453,INVx1_ASAP7_75t_R,23364,13158
g159454,INVx1_ASAP7_75t_R,16776,22068
g159455,INVxp67_ASAP7_75t_SL,16722,22608
g159459,INVx1_ASAP7_75t_SL,19800,24498
g159463,INVx1_ASAP7_75t_R,15372,29628
g159464,HB1xp67_ASAP7_75t_SL,14508,21528
g159465,HB1xp67_ASAP7_75t_SL,15264,24768
g159467,INVx1_ASAP7_75t_R,20232,18558
g159468,INVx1_ASAP7_75t_R,19854,18558
g159470,INVx1_ASAP7_75t_SL,10944,31518
g159472,INVx1_ASAP7_75t_SL,17262,10458
g159476,HB1xp67_ASAP7_75t_SL,17964,16398
g159477,INVxp67_ASAP7_75t_SL,17694,14238
g159478,INVx1_ASAP7_75t_R,22770,16128
g159481,BUFx3_ASAP7_75t_R,16884,23148
g159483,BUFx3_ASAP7_75t_R,16290,26928
g159485,BUFx3_ASAP7_75t_R,18018,28278
g159486,INVxp67_ASAP7_75t_SL,17856,28008
g159487,HB1xp67_ASAP7_75t_SL,16506,27468
g159488,HB1xp67_ASAP7_75t_SL,18936,21258
g159490,BUFx3_ASAP7_75t_R,35892,2358
g159492,BUFx3_ASAP7_75t_R,14562,20178
g159495,INVxp67_ASAP7_75t_SL,17262,29358
g159496,INVx1_ASAP7_75t_R,19044,19908
g159498,HB1xp67_ASAP7_75t_SL,14400,23958
g159500,HB1xp67_ASAP7_75t_SL,16074,28008
g159501,INVx1_ASAP7_75t_SL,23364,12348
g159502,INVx1_ASAP7_75t_SL,11376,16128
g159504,INVx1_ASAP7_75t_R,13536,13428
g159506,HB1xp67_ASAP7_75t_SL,20934,17748
g159507,HB1xp67_ASAP7_75t_SL,16992,18288
g159511,INVx1_ASAP7_75t_SL,18018,25038
g159512,INVx1_ASAP7_75t_R,18828,19098
g159514,INVxp33_ASAP7_75t_R,19530,18018
g159517,HB1xp67_ASAP7_75t_SL,14346,22068
g159518,INVxp67_ASAP7_75t_SL,15804,15048
g159521,INVx1_ASAP7_75t_R,20070,26388
g159522,INVx1_ASAP7_75t_SL,20934,26118
g159527,INVx1_ASAP7_75t_R,16992,18558
g159528,INVx1_ASAP7_75t_R,18450,25038
g159529,INVxp67_ASAP7_75t_SL,20124,25038
g159533,HB1xp67_ASAP7_75t_SL,20502,17208
g159534,INVx1_ASAP7_75t_R,18180,29088
g159537,INVx1_ASAP7_75t_R,14778,18288
g159538,BUFx3_ASAP7_75t_R,16452,25848
g159540,INVx1_ASAP7_75t_R,14022,20988
g159541,INVxp67_ASAP7_75t_SL,14562,20988
g159543,HB1xp67_ASAP7_75t_SL,20070,20178
g159544,BUFx3_ASAP7_75t_R,15858,28278
g159547,INVxp33_ASAP7_75t_SL,18666,15318
g159548,INVxp67_ASAP7_75t_SL,27306,16668
g159551,INVx1_ASAP7_75t_SL,11700,43398
g159552,INVx1_ASAP7_75t_R,28386,16668
g159553,INVxp67_ASAP7_75t_SL,29628,16668
g159560,HB1xp67_ASAP7_75t_SL,12024,42588
g159561,INVx1_ASAP7_75t_R,11484,34488
g159562,INVx1_ASAP7_75t_R,28278,1278
g159570,INVx1_ASAP7_75t_R,28224,2358
g159571,HB1xp67_ASAP7_75t_SL,11754,42318
g159572,INVx1_ASAP7_75t_SL,20826,9378
g159575,INVx1_ASAP7_75t_R,21204,15318
g159578,INVx1_ASAP7_75t_SL,34434,1278
g159585,INVxp67_ASAP7_75t_SL,11214,43128
g159586,INVx1_ASAP7_75t_R,19800,9108
g159590,INVxp67_ASAP7_75t_SL,12132,43398
g159594,HB1xp67_ASAP7_75t_SL,31086,1008
g159596,INVx1_ASAP7_75t_SL,12402,42588
g159598,INVxp67_ASAP7_75t_SL,12348,42048
g159604,INVx2_ASAP7_75t_R,24876,18018
g159607,INVx1_ASAP7_75t_SL,24390,18018
g159612,INVxp67_ASAP7_75t_SL,16830,10998
g159614,INVx1_ASAP7_75t_SL,17586,10458
g159616,INVx1_ASAP7_75t_R,4518,23418
g159619,HB1xp67_ASAP7_75t_SL,11160,31518
g159620,INVx1_ASAP7_75t_SL,11484,32058
g159627,INVx1_ASAP7_75t_SL,11160,15318
g159631,INVx1_ASAP7_75t_R,5004,23418
g159635,INVxp67_ASAP7_75t_SL,33030,16668
g159638,INVx2_ASAP7_75t_R,5058,24768
g159640,INVx2_ASAP7_75t_SL,14616,23958
g159645,INVx1_ASAP7_75t_SL,16668,34218
g159652,HB1xp67_ASAP7_75t_SL,18396,32328
g159659,INVx1_ASAP7_75t_SL,39348,30438
g159661,HB1xp67_ASAP7_75t_SL,27468,6138
g159662,INVxp67_ASAP7_75t_SL,27360,6408
g159663,INVx1_ASAP7_75t_SL,27576,8838
g159666,INVx1_ASAP7_75t_SL,22662,21258
g159668,INVx1_ASAP7_75t_SL,28440,17748
g159671,INVx1_ASAP7_75t_SL,29358,17208
g159674,INVx2_ASAP7_75t_R,27144,32328
g159682,INVx3_ASAP7_75t_SL,33840,15858
g159683,INVx2_ASAP7_75t_SL,36162,16128
g159695,INVx2_ASAP7_75t_SL,8298,13968
g159696,INVx2_ASAP7_75t_SL,9108,14508
g159702,HB1xp67_ASAP7_75t_SL,8892,14508
g159705,INVx1_ASAP7_75t_SL,25092,33948
g159713,INVx2_ASAP7_75t_SL,10350,35838
g159723,INVx1_ASAP7_75t_SL,36162,33408
g159724,INVx2_ASAP7_75t_SL,36648,32868
g159725,INVxp67_ASAP7_75t_SL,36648,31248
g159758,INVx2_ASAP7_75t_R,6840,24228
g159761,INVx1_ASAP7_75t_SL,36594,33138
g159768,INVxp67_ASAP7_75t_SL,37350,32328
g159772,INVxp67_ASAP7_75t_SL,20178,30438
g159776,BUFx2_ASAP7_75t_SL,20664,30438
g159787,INVx1_ASAP7_75t_R,6624,23148
g159802,INVx3_ASAP7_75t_R,6624,23688
g159813,BUFx2_ASAP7_75t_SL,36270,15858
g159825,INVx1_ASAP7_75t_R,28062,6948
g159829,INVxp67_ASAP7_75t_SL,28656,7488
g159835,INVx1_ASAP7_75t_SL,32220,15858
g159836,INVxp67_ASAP7_75t_SL,31194,16398
g159840,INVx1_ASAP7_75t_SL,18936,31248
g159845,INVxp67_ASAP7_75t_SL,13644,34218
g159846,HB1xp67_ASAP7_75t_SL,13698,31788
g159847,INVx2_ASAP7_75t_R,5598,24498
g159852,INVx1_ASAP7_75t_R,25794,7218
g159863,INVx1_ASAP7_75t_R,21852,24228
g159869,INVx2_ASAP7_75t_R,6894,23958
g159871,INVx2_ASAP7_75t_SL,9324,15588
g159873,BUFx2_ASAP7_75t_SL,9864,15318
g159879,BUFx3_ASAP7_75t_R,17262,9108
g159884,HB1xp67_ASAP7_75t_SL,17802,9648
g159885,INVx1_ASAP7_75t_SL,17856,9918
g159887,INVx2_ASAP7_75t_SL,10296,34758
g159894,BUFx12f_ASAP7_75t_SL,14130,9648
g159896,INVx1_ASAP7_75t_R,13698,10728
g159897,BUFx2_ASAP7_75t_SL,14832,11538
g159898,INVxp67_ASAP7_75t_SL,15210,11808
g159903,HB1xp67_ASAP7_75t_SL,6516,15588
g159906,HB1xp67_ASAP7_75t_SL,13320,15588
g159907,INVxp67_ASAP7_75t_SL,12834,15858
g159908,INVxp67_ASAP7_75t_SL,11700,15318
g159909,INVx1_ASAP7_75t_SL,12024,15318
g159915,BUFx3_ASAP7_75t_SL,14562,30438
g159916,INVxp67_ASAP7_75t_SL,14400,30438
g159917,INVxp67_ASAP7_75t_SL,12078,30708
g159918,INVx1_ASAP7_75t_SL,13212,30708
g159919,INVx3_ASAP7_75t_SL,35028,6138
g159934,INVx2_ASAP7_75t_SL,27792,8838
g159958,BUFx2_ASAP7_75t_SL,28980,21528
g159966,INVx1_ASAP7_75t_SL,24876,20718
g159974,INVx1_ASAP7_75t_SL,41724,19908
g159976,BUFx2_ASAP7_75t_SL,41022,19098
g159985,INVx1_ASAP7_75t_SL,42264,33678
g159993,INVx1_ASAP7_75t_R,39726,32058
g159997,INVx1_ASAP7_75t_SL,34218,30168
g159998,INVx1_ASAP7_75t_SL,41184,33678
g16,INVx2_ASAP7_75t_SL,15264,19638
g160,INVx1_ASAP7_75t_R,40266,27198
g160007,INVx2_ASAP7_75t_SL,40752,33678
g160018,INVx1_ASAP7_75t_SL,11430,30438
g160019,INVx1_ASAP7_75t_SL,12024,31248
g160027,INVx1_ASAP7_75t_SL,11322,15048
g160028,INVx1_ASAP7_75t_SL,11862,15318
g160033,INVx2_ASAP7_75t_SL,30492,35028
g160046,HB1xp67_ASAP7_75t_SL,17910,12348
g160049,INVx2_ASAP7_75t_SL,12186,9918
g160051,INVxp67_ASAP7_75t_SL,18180,11268
g160060,INVx1_ASAP7_75t_R,1224,24228
g160061,INVx1_ASAP7_75t_R,25524,30168
g160062,INVx1_ASAP7_75t_R,24498,29358
g160063,INVx1_ASAP7_75t_R,29250,13968
g160064,INVx1_ASAP7_75t_R,21042,26388
g160065,INVx1_ASAP7_75t_R,34380,36378
g160066,INVx1_ASAP7_75t_R,39078,38538
g160067,INVx1_ASAP7_75t_R,38106,13428
g160068,INVx1_ASAP7_75t_R,34542,37458
g160069,INVx1_ASAP7_75t_R,38376,24498
g160072,INVx1_ASAP7_75t_R,33678,9648
g160074,INVx1_ASAP7_75t_R,33570,6408
g160075,INVx1_ASAP7_75t_R,36756,38268
g160076,INVx1_ASAP7_75t_R,24984,37728
g160077,INVx1_ASAP7_75t_R,37296,39078
g160078,INVx1_ASAP7_75t_R,24498,37728
g160079,INVx1_ASAP7_75t_R,36486,37728
g160080,INVxp33_ASAP7_75t_R,37242,13428
g160081,INVx1_ASAP7_75t_R,39132,25848
g160083,INVx1_ASAP7_75t_R,37134,34758
g160084,INVx1_ASAP7_75t_R,39294,24768
g160085,INVx1_ASAP7_75t_R,38754,38268
g160086,INVx1_ASAP7_75t_R,34110,38808
g160087,INVx1_ASAP7_75t_R,39996,37728
g160088,INVx1_ASAP7_75t_R,34488,10188
g160089,INVxp33_ASAP7_75t_R,36378,39618
g160090,INVx1_ASAP7_75t_R,33462,9918
g160091,INVx1_ASAP7_75t_R,37350,38808
g160092,INVxp33_ASAP7_75t_R,30276,12888
g160093,INVx1_ASAP7_75t_R,25632,37998
g160095,INVx1_ASAP7_75t_R,34164,10188
g160097,INVx2_ASAP7_75t_R,38268,1008
g160099,INVx1_ASAP7_75t_R,37080,34218
g160100,INVx1_ASAP7_75t_R,23310,13698
g160103,INVx1_ASAP7_75t_R,12510,6408
g160110,INVx1_ASAP7_75t_R,12996,6408
g160131,INVx1_ASAP7_75t_R,5598,11538
g160140,INVx1_ASAP7_75t_R,4302,17478
g160144,INVx1_ASAP7_75t_R,4464,17478
g160145,INVx1_ASAP7_75t_R,12024,10188
g160147,INVx1_ASAP7_75t_R,13158,6408
g160153,INVx1_ASAP7_75t_R,24552,21798
g160155,INVx1_ASAP7_75t_SL,27576,8028
g160156,INVx1_ASAP7_75t_R,17478,33138
g160157,INVxp67_ASAP7_75t_SL,34056,18018
g160160,INVx1_ASAP7_75t_R,20232,26658
g161,INVx1_ASAP7_75t_R,19530,44478
g162,NAND4xp25_ASAP7_75t_SL,32544,36918
g162472,XNOR2x2_ASAP7_75t_R,14994,32868
g162473,XNOR2x2_ASAP7_75t_R,25362,34218
g162474,XNOR2x2_ASAP7_75t_R,26658,7758
g162475,XNOR2x2_ASAP7_75t_R,37026,29898
g162476,XNOR2xp5_ASAP7_75t_R,27144,33408
g162672,AOI22xp5_ASAP7_75t_SL,37998,10188
g162680,AOI22xp5_ASAP7_75t_SL,32490,8028
g162693,AOI22xp33_ASAP7_75t_SL,31032,10188
g162845,AO22x1_ASAP7_75t_SL,39240,23688
g162904,AOI22xp5_ASAP7_75t_SL,42804,15048
g162906,AOI22xp5_ASAP7_75t_SL,42210,15858
g162909,HB1xp67_ASAP7_75t_SL,36594,18288
g162910,AOI22xp5_ASAP7_75t_SL,42264,16398
g163172,AOI22xp33_ASAP7_75t_SL,19854,17208
g163204,AOI22xp33_ASAP7_75t_SL,19800,11538
g163319,AND2x4_ASAP7_75t_R,16776,20178
g163643,INVx3_ASAP7_75t_SL,15912,19908
g163644,INVx2_ASAP7_75t_R,16128,19638
g163647,NOR2x1_ASAP7_75t_R,13914,20448
g163648_dup,OR2x6_ASAP7_75t_R,15318,20988
g163649,NOR2x1_ASAP7_75t_R,15048,22068
g163689,AOI22xp33_ASAP7_75t_SL,17154,12888
g163703_dup,NOR2x1_ASAP7_75t_R,16020,16128
g163706,AOI221xp5_ASAP7_75t_SL,14940,22338
g163746,AND2x4_ASAP7_75t_R,15858,16398
g163752,AOI22x1_ASAP7_75t_R,11052,10728
g163754,AOI22x1_ASAP7_75t_R,15912,9648
g163756,AOI22x1_ASAP7_75t_R,14076,3708
g163757,AOI22x1_ASAP7_75t_R,11214,11808
g163758,AOI22x1_ASAP7_75t_R,11808,12888
g163759,AOI22x1_ASAP7_75t_R,11052,4248
g163762,AOI22x1_ASAP7_75t_R,13374,6678
g163768,AOI22xp33_ASAP7_75t_SL,8460,22878
g163770,NAND2x1_ASAP7_75t_R,12078,13698
g163774,AOI21xp5_ASAP7_75t_SL,12726,16398
g163775,AOI221xp5_ASAP7_75t_SL,8028,22608
g163776,AOI221xp5_ASAP7_75t_SL,4518,22608
g163886,HB1xp67_ASAP7_75t_SL,30708,6138
g163888,AOI22xp5_ASAP7_75t_SL,30762,11538
g163890,AOI22xp33_ASAP7_75t_SL,30654,10458
g163893,AOI22xp5_ASAP7_75t_SL,32814,10728
g163896,AOI22xp5_ASAP7_75t_SL,38052,9108
g163908,OAI211xp5_ASAP7_75t_SL,42480,35298
g163909,NOR2x1_ASAP7_75t_R,39726,38538
g163910,NAND2x1_ASAP7_75t_R,29898,21528
g163916,NOR2x1_ASAP7_75t_R,38376,21798
g163917,AO22x1_ASAP7_75t_SL,36972,21528
g163919,AND2x2_ASAP7_75t_R,32220,3708
g163920,AOI211xp5_ASAP7_75t_SL,33570,4248
g163921,AND2x2_ASAP7_75t_R,33948,4248
g163923,AOI22xp5_ASAP7_75t_SL,26172,28548
g163929,AOI22xp5_ASAP7_75t_SL,27144,28548
g163930,AOI22xp33_ASAP7_75t_SL,25038,25038
g163931,AOI22xp5_ASAP7_75t_SL,27198,24498
g163932,AOI22xp5_ASAP7_75t_SL,25362,24228
g163947,NOR2x1_ASAP7_75t_R,32274,6948
g163948,OR2x2_ASAP7_75t_R,32274,6678
g163992,AND2x2_ASAP7_75t_R,21852,35838
g164,INVx1_ASAP7_75t_R,20934,44478
g164004,INVx1_ASAP7_75t_SL,30708,35838
g164005,NAND2x1_ASAP7_75t_R,30600,38538
g164006,NAND2x1_ASAP7_75t_R,31032,37188
g164007,INVx1_ASAP7_75t_SL,31032,36378
g164013,BUFx3_ASAP7_75t_SL,27414,31248
g164038,OR2x2_ASAP7_75t_R,39078,32868
g164047,AOI22xp33_ASAP7_75t_SL,42318,41778
g164049,AOI22xp5_ASAP7_75t_SL,40374,42048
g164055,INVx3_ASAP7_75t_SL,27252,23958
g164088,NAND2x1_ASAP7_75t_R,35622,5598
g164094,AOI22xp5_ASAP7_75t_SL,42372,32598
g164096,OAI211xp5_ASAP7_75t_SL,42048,32598
g164102,NAND2x1_ASAP7_75t_R,31302,42048
g164104,AOI211xp5_ASAP7_75t_SL,42048,30978
g164106,AOI211xp5_ASAP7_75t_SL,29790,19098
g164111,AOI211xp5_ASAP7_75t_SL,36054,4248
g164112,AND2x2_ASAP7_75t_R,36054,3708
g164113,AOI211xp5_ASAP7_75t_SL,35352,4248
g164114,AND2x2_ASAP7_75t_R,35514,3978
g164212,AND2x2_ASAP7_75t_R,30006,37728
g164213,NAND2x1_ASAP7_75t_R,29628,37728
g164218,AOI211xp5_ASAP7_75t_SL,36702,4788
g164219,NAND4xp25_ASAP7_75t_SL,35946,5598
g164220,AND2x2_ASAP7_75t_R,37080,4788
g164241,BUFx6f_ASAP7_75t_SL,15426,18018
g164243,BUFx6f_ASAP7_75t_SL,15480,18558
g164244,BUFx3_ASAP7_75t_SL,9108,22608
g164248,AOI21xp5_ASAP7_75t_SL,15804,13968
g164250,AND3x1_ASAP7_75t_R,16074,14238
g164265,BUFx3_ASAP7_75t_SL,16182,18828
g164270_dup176230,OR2x6_ASAP7_75t_R,17154,15858
g164270_dup_dup,OR2x2_ASAP7_75t_R,17262,15588
g164274,INVx1_ASAP7_75t_R,16938,15858
g164277,INVx2_ASAP7_75t_SL,13644,15858
g164279,AND2x4_ASAP7_75t_SL,13968,16128
g164280,AND2x2_ASAP7_75t_R,14778,16128
g164284_dup,OR2x6_ASAP7_75t_R,16830,19638
g164288,NOR2x1_ASAP7_75t_R,16938,16128
g164289,INVx2_ASAP7_75t_SL,17100,16668
g164296,INVx6_ASAP7_75t_SL,16830,16938
g164306,NOR2x1_ASAP7_75t_R,18450,13698
g164307,OAI21xp33_ASAP7_75t_SL,11322,12888
g164308,OAI211xp5_ASAP7_75t_SL,18666,18828
g164316,INVx3_ASAP7_75t_SL,16020,20178
g164319,NOR2x1_ASAP7_75t_R,15426,17478
g164320,NAND2x1_ASAP7_75t_R,15426,17748
g164326,AND2x4_ASAP7_75t_SL,16398,16128
g164327,NOR3x1_ASAP7_75t_R,15318,18828
g164328,INVx3_ASAP7_75t_SL,15534,19098
g164330,INVx4_ASAP7_75t_SL,14400,16398
g164332,INVx4_ASAP7_75t_SL,16236,15588
g164334,NAND3x1_ASAP7_75t_R,13644,16398
g164335,NOR2x1_ASAP7_75t_R,14562,15858
g164337,NAND3x1_ASAP7_75t_R,14994,16938
g164339,NAND3x1_ASAP7_75t_R,15534,19638
g164347,NOR2x1_ASAP7_75t_R,7164,19098
g164348,OAI211xp5_ASAP7_75t_SL,14724,19098
g164350,NOR2x1_ASAP7_75t_R,15264,16398
g164351,AND3x4_ASAP7_75t_SL,14886,17208
g164352,NOR2x1_ASAP7_75t_R,15102,17478
g165,OAI211xp5_ASAP7_75t_SL,34650,18018
g165153,OR2x2_ASAP7_75t_R,36918,33408
g165213,NAND4xp75_ASAP7_75t_SL,16776,17208
g165288,AOI22xp33_ASAP7_75t_SL,21420,7758
g165292,AOI22xp33_ASAP7_75t_SL,17586,6678
g165300,AOI22xp33_ASAP7_75t_SL,16398,8298
g165302,AOI22xp33_ASAP7_75t_SL,23148,7488
g165319,AOI22xp33_ASAP7_75t_SL,5382,14508
g165323,AOI22xp33_ASAP7_75t_SL,1764,7488
g165337,AOI22xp33_ASAP7_75t_SL,1980,11538
g165339,AOI22xp33_ASAP7_75t_SL,6894,3708
g165344,AOI22xp5_ASAP7_75t_SL,37458,39618
g165346,AOI22xp5_ASAP7_75t_SL,18396,39888
g165350,AOI22xp5_ASAP7_75t_SL,37620,40698
g165354,AOI22xp5_ASAP7_75t_SL,28872,27738
g165355,AOI22xp5_ASAP7_75t_SL,28548,27738
g165356,AOI22xp5_ASAP7_75t_SL,35406,39348
g165359,AOI22xp5_ASAP7_75t_SL,37404,14508
g165360,AOI22xp5_ASAP7_75t_SL,28440,38538
g165364,AOI21xp5_ASAP7_75t_SL,16344,24498
g165371,AOI22xp5_ASAP7_75t_SL,43236,40428
g165375,AOI22xp33_ASAP7_75t_SL,14886,40428
g165378,AOI22xp5_ASAP7_75t_SL,43128,39078
g165380,AOI22xp5_ASAP7_75t_SL,14400,40428
g165384,AOI22xp5_ASAP7_75t_SL,26928,26658
g165385,AOI22xp5_ASAP7_75t_SL,36162,43938
g165388,AOI22xp5_ASAP7_75t_SL,43506,13158
g165389,AOI22xp5_ASAP7_75t_SL,29574,44208
g165390,AOI22xp5_ASAP7_75t_SL,27414,26388
g165393,AOI21xp5_ASAP7_75t_SL,16236,29358
g165400,AOI22xp5_ASAP7_75t_SL,37836,42588
g165405,AOI22xp5_ASAP7_75t_SL,18396,43398
g165407,AOI22xp5_ASAP7_75t_SL,36756,42048
g165409,AOI22xp5_ASAP7_75t_SL,18504,42588
g165413,AOI22xp5_ASAP7_75t_SL,30384,28278
g165414,AOI22xp5_ASAP7_75t_SL,37512,42588
g165417,AOI22xp5_ASAP7_75t_SL,43506,15588
g165418,AOI22xp5_ASAP7_75t_SL,26496,43938
g165419,AOI22xp5_ASAP7_75t_SL,25470,28548
g165423,AOI21xp5_ASAP7_75t_SL,13158,21258
g165433,AOI22xp5_ASAP7_75t_SL,42966,42858
g165435,AOI22xp5_ASAP7_75t_SL,19692,42858
g165437,AOI22xp5_ASAP7_75t_SL,43182,42048
g165441,AOI22xp5_ASAP7_75t_SL,28116,25848
g165443,AOI22xp5_ASAP7_75t_SL,28278,26658
g165444,AOI22xp5_ASAP7_75t_SL,41562,43128
g165447,AOI22xp5_ASAP7_75t_SL,43236,16668
g165448,AOI22xp5_ASAP7_75t_SL,24876,42588
g165450,AOI21xp5_ASAP7_75t_SL,17694,15318
g165461,AOI22xp5_ASAP7_75t_SL,36810,40428
g165465,AOI22xp5_ASAP7_75t_SL,16938,41778
g165467,AOI22xp5_ASAP7_75t_SL,36864,40968
g165471,AOI22xp5_ASAP7_75t_SL,24714,24768
g165473,AOI22xp5_ASAP7_75t_SL,26064,23958
g165474,AOI22xp5_ASAP7_75t_SL,39186,42858
g165476,AOI22xp5_ASAP7_75t_SL,40266,21258
g165477,AOI22xp5_ASAP7_75t_SL,29088,42588
g165482,AOI21xp5_ASAP7_75t_SL,13590,15588
g165490,AOI22xp5_ASAP7_75t_SL,43398,36918
g165493,AOI22xp5_ASAP7_75t_SL,19638,40428
g165496,AOI22xp5_ASAP7_75t_SL,43668,36648
g165500,AOI22xp5_ASAP7_75t_SL,26658,24498
g165502,AOI22xp5_ASAP7_75t_SL,26928,22068
g165503,AOI22xp5_ASAP7_75t_SL,41832,37188
g165506,AOI22xp5_ASAP7_75t_SL,39402,20718
g165507,AOI22xp5_ASAP7_75t_SL,28980,39618
g165510,AOI21xp5_ASAP7_75t_SL,12942,15048
g165519,AOI22xp5_ASAP7_75t_SL,41076,42858
g165522,AOI22xp5_ASAP7_75t_SL,14562,42588
g165525,AOI22xp5_ASAP7_75t_SL,41076,42048
g165529,AOI22xp5_ASAP7_75t_SL,28116,28818
g165531,AOI22xp5_ASAP7_75t_SL,27468,28548
g165532,AOI22xp5_ASAP7_75t_SL,40320,43398
g165535,AOI22xp5_ASAP7_75t_SL,41022,13698
g165536,AOI22xp33_ASAP7_75t_SL,24876,44208
g165540,AOI21xp5_ASAP7_75t_SL,13212,30438
g165546,AOI22xp5_ASAP7_75t_SL,35190,43128
g165555,AOI22xp5_ASAP7_75t_SL,14886,42588
g165559,AOI22xp33_ASAP7_75t_SL,30384,27468
g165563,AOI22xp5_ASAP7_75t_SL,41292,13428
g165569,AOI21xp5_ASAP7_75t_SL,14886,30708
g165574,AOI22xp33_ASAP7_75t_SL,17262,40158
g165577,AOI22xp5_ASAP7_75t_SL,34920,41508
g165582,AOI22xp5_ASAP7_75t_SL,36756,41508
g165587,AOI22xp5_ASAP7_75t_SL,30762,22878
g165590,AOI22xp5_ASAP7_75t_SL,39240,16668
g165591,AOI22xp5_ASAP7_75t_SL,25092,41238
g165592,AOI22xp5_ASAP7_75t_SL,31248,22878
g165593,AOI22xp5_ASAP7_75t_SL,37998,41238
g165596,AOI21xp5_ASAP7_75t_SL,16830,24498
g165633,AOI22xp5_ASAP7_75t_SL,43290,40158
g165638,AOI22xp5_ASAP7_75t_SL,21096,41778
g165640,AOI22xp5_ASAP7_75t_SL,43614,40158
g165642,AOI22xp5_ASAP7_75t_SL,21096,41238
g165646,AOI22xp5_ASAP7_75t_SL,30168,28548
g165647,AOI22xp5_ASAP7_75t_SL,41130,39618
g165650,AOI22xp5_ASAP7_75t_SL,43182,13698
g165651,AOI22xp5_ASAP7_75t_SL,29142,40158
g165652,AOI22xp5_ASAP7_75t_SL,27522,26928
g165655,AOI21xp5_ASAP7_75t_SL,12942,30708
g165662,AOI22xp5_ASAP7_75t_SL,43290,41778
g165667,AOI22xp5_ASAP7_75t_SL,17262,43668
g165669,AOI22xp5_ASAP7_75t_SL,43344,41238
g165671,AOI22xp5_ASAP7_75t_SL,16776,42318
g165675,AOI22xp5_ASAP7_75t_SL,30438,26928
g165676,AOI22xp5_ASAP7_75t_SL,41238,43128
g165679,AOI22xp5_ASAP7_75t_SL,43668,15048
g165680,AOI22xp5_ASAP7_75t_SL,29304,42858
g165681,AOI22xp5_ASAP7_75t_SL,31464,27738
g165683,AOI21xp5_ASAP7_75t_SL,16506,29358
g165690,AOI22xp33_ASAP7_75t_SL,13536,37728
g165694,AOI22xp5_ASAP7_75t_SL,43884,37728
g165698,AOI22xp5_ASAP7_75t_SL,43560,37728
g165702,AOI22xp5_ASAP7_75t_SL,28386,22878
g165704,AOI22xp5_ASAP7_75t_SL,29034,22878
g165705,AOI22xp5_ASAP7_75t_SL,41886,37728
g165708,AOI22xp5_ASAP7_75t_SL,43182,13158
g165709,AOI22xp5_ASAP7_75t_SL,26874,37728
g165712,AOI21xp5_ASAP7_75t_SL,14292,15318
g165722,AOI22xp5_ASAP7_75t_SL,34974,42318
g165725,AOI22xp5_ASAP7_75t_SL,16236,40698
g165727,AOI22xp5_ASAP7_75t_SL,43290,35838
g165732,AOI22xp5_ASAP7_75t_SL,26064,27198
g165733,AOI22xp5_ASAP7_75t_SL,35352,43398
g165736,AOI22xp5_ASAP7_75t_SL,37404,14238
g165737,AOI22xp5_ASAP7_75t_SL,28278,43938
g165738,AOI22xp5_ASAP7_75t_SL,26496,26928
g165740,AOI21xp5_ASAP7_75t_SL,15318,28818
g165752,AOI22xp5_ASAP7_75t_SL,15210,38268
g165755,AOI22xp5_ASAP7_75t_SL,40644,39078
g165757,AOI22xp5_ASAP7_75t_SL,15210,37998
g165761,AOI22xp5_ASAP7_75t_SL,26928,22878
